38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25368: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=49061];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25386: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=49062];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25407: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=49063];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=49064];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=49065];,Mon  03 Mar 2025 02:37:55.5782 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=10106];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=10107];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=10108];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=10109];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=10110];,Mon  03 Mar 2025 00:10:23.3562 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25368: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=10829];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25386: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=10830];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25407: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=10831];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=10832];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=10833];,Mon  03 Mar 2025 00:13:05.2504 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=11554];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=11555];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=11556];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=11557];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=11558];,Mon  03 Mar 2025 00:15:47.6187 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=11695];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=11696];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=11697];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=11698];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=11699];,Mon  03 Mar 2025 00:16:07.9989 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=12130];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=12131];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=12132];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=12133];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=12134];,Mon  03 Mar 2025 00:17:51.8405 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=12552];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=12553];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=12554];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=12555];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=12556];,Mon  03 Mar 2025 00:19:36.5140 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=13424];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=13425];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=13426];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=13427];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=13428];,Mon  03 Mar 2025 00:23:00.3417 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14272];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14273];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14274];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14275];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14276];,Mon  03 Mar 2025 00:26:21.7485 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(6 labsz sshd24200: invalid user webmaster from 173.)(labsz sshd24200: failed password for invalid user we)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14497];[Topic=rtms-stream-mylogs2][MessageFound=(3 labsz sshd24245: invalid user pgadmin from 192.16)(sshd24227: failed password for root from 5.36.)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14498];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd24265: invalid user utsims from 192.168)(labsz sshd24247: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14499];[Topic=rtms-stream-mylogs2][MessageFound=(ut_userauth_request: invalid user utsims preauth de)(labsz sshd24265: failed password for invalid user ut)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14500];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24281: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14501];[Topic=rtms-stream-mylogs2][MessageFound=(9 labsz sshd24318: invalid user inspur from 183.136)(labsz sshd24299: failed password for root from 123.2)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14502];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd24331: invalid user test from 52.80.34.)(labsz sshd24331: failed password for invalid user te)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14503];[Topic=rtms-stream-mylogs2][MessageFound=(none for invalid user 0 from 5.188.10.180)(labsz sshd24363: failed password for invalid user 0)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14504];[Topic=rtms-stream-mylogs2][MessageFound=(ut_userauth_request: invalid user admin preauth dec)(labsz sshd24371: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14505];[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd24379: invalid user guest from 5.188.10)(labsz sshd24377: failed password for ftp from 5.188.)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14506];[Topic=rtms-stream-mylogs2][MessageFound=(0 labsz sshd24410: invalid user matlab from 52.80.3)(repeated 5 times:  failed password for root from 106.5)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14507];[Topic=rtms-stream-mylogs2][MessageFound=(9 labsz sshd24421: invalid user admin from 185.190.)(labsz sshd24421: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14508];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd24439: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14509];[Topic=rtms-stream-mylogs2][MessageFound=(9 labsz sshd24451: invalid user anonymous from 192.)(labsz sshd24449: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14510];[Topic=rtms-stream-mylogs2][MessageFound=(3 labsz sshd24462: invalid user admin from 192.168.)(labsz sshd24460: failed password for sshd from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14511];[Topic=rtms-stream-mylogs2][MessageFound=(ut_userauth_request: invalid user user preauth dec)(labsz sshd24471: failed password for invalid user us)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14512];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd24479: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14513];[Topic=rtms-stream-mylogs2][MessageFound=(0 labsz sshd24490: invalid user ftpuser from 192.16)(labsz sshd24490: failed password for invalid user ft)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14514];[Topic=rtms-stream-mylogs2][MessageFound=(3 labsz sshd24501: invalid user ftpuser from 192.16)(labsz sshd24501: failed password for invalid user ft)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14515];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24509: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14516];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24522: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14517];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24535: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14518];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24547: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14519];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24557: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14520];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24569: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14521];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24581: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14522];[Topic=rtms-stream-mylogs2][MessageFound=(8 labsz sshd24595: invalid user eoor from 192.168.5)(labsz sshd24593: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14523];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user redhat from 192.168)(labsz sshd24604: failed password for invalid user re)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14524];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user postgres from 192.1)(labsz sshd24612: failed password for invalid user po)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14525];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user ted from 192.168.5.)(labsz sshd24620: failed password for invalid user te)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14526];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user ubuntu from 192.168)(labsz sshd24628: failed password for invalid user ub)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14527];[Topic=rtms-stream-mylogs2][MessageFound=(3 labsz sshd24643: invalid user admin from 103.207.)(labsz sshd24639: failed password for uucp from 103.2)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14528];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user oracle from 192.168)(labsz sshd24647: failed password for invalid user or)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14529];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user test2 from 192.168.)(labsz sshd24655: failed password for invalid user te)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14530];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user magnos from 192.168)(labsz sshd24665: failed password for invalid user ma)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14531];[Topic=rtms-stream-mylogs2][MessageFound=(ut_userauth_request: invalid user cyrus preauth dec)(labsz sshd24673: failed password for invalid user cy)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14532];[Topic=rtms-stream-mylogs2][MessageFound=(9 labsz sshd24833: invalid user admin from 119.4.20)(labsz sshd24809: failed password for root from 60.2.)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14533];[Topic=rtms-stream-mylogs2][MessageFound=(1 labsz sshd24841: invalid user matlab from 52.80.3)(labsz sshd24841: failed password for invalid user ma)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14534];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24872: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14535];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24893: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14536];[Topic=rtms-stream-mylogs2][MessageFound=(7 labsz sshd24914: invalid user cheng from 202.100.)(labsz sshd24917: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14537];[Topic=rtms-stream-mylogs2][MessageFound=(9 labsz sshd24949: invalid user oracle from 192.168)(labsz sshd24931: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14538];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user oracle from 192.168)(labsz sshd24949: failed password for invalid user or)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14539];[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd24962: invalid user 123456 from 192.168)(labsz sshd24962: failed password for invalid user 12)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14540];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24977: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14541];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24997: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14542];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25017: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14543];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25035: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14544];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25054: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14545];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25075: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14546];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25096: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14547];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25118: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14548];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25136: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14549];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25155: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14550];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25176: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14551];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25195: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14552];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25216: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14553];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25233: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14554];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25252: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14555];[Topic=rtms-stream-mylogs2][MessageFound=(7 labsz sshd25283: invalid user sandeep from 88.147)(labsz sshd25272: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14556];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25291: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14557];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25311: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14558];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25330: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14559];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25350: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14560];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25368: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=14561];[Topic=rtms-stream-mylogs2][MessageFound=(7 labsz sshd25448: invalid user admin from 192.168.)(labsz sshd25444: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14562];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user user from 192.168.5)(labsz sshd25459: failed password for invalid user us)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14563];[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14564];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14565];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14566];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14567];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14568];,Mon  03 Mar 2025 00:27:20.0550 UTC,1.00,iot-preprocess,72.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14711];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14712];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14713];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14714];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=14715];,Mon  03 Mar 2025 00:28:17.6983 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=15147];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=15148];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=15149];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=15150];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=15151];,Mon  03 Mar 2025 00:30:06.4258 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
